principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor,categoria_precio
Rifaximina,Tableta,Rifaximina 550 mg,mg,Fixan,Tecnoquimicas,752.0,Bajo,1,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Amoxicilina 500 mg + Acido Clavulanico 125 mg,mg,Amoxicladelt,Delta,163.360161,Bajo,1,Economico
Omeprazol,Capsula,Omeprazol 20 mg,mg,Lorigal,Anglopharma,190.0,Medio,2,Economico
Levosulpirida + Pancreatina + Simeticona,Capsula,Levosulpirida 25 mg + Pancreatina 150 mg + Simeticona 80 mg,mg,Cynetic Pro,Tecnoquimicas,1294.631498,Medio,2,Economico
Meclizina,Capsula,Meclizina 25 mg,mg,Vermec,Tecnoquimicas,1725.042257,Bajo,1,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Zelix,Tecnofar,7467.244264,Alto,3,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Zelix,Tecnofar,885.0,Medio,2,Economico
Acido Carglumico,Tableta,Acido Carglumico 200 mg,mg,Vizmato,Alatin,274000.0,Bajo,1,Muy Costoso
Dacomitinib,Tableta,Dacomitinib 30 mg,mg,Vizimpro,Pfizer,283333.3333,Medio,2,Muy Costoso
Dacomitinib,Tableta,Dacomitinib 45 mg,mg,Vizimpro,Pfizer,283333.3333,Medio,2,Muy Costoso
Deferasirox,Tableta,Deferasirox 180 mg,mg,Ferrinova,Legrand,24627.5,Bajo,1,Moderado
Omeprazol,Capsula,Omeprazol 20 mg,mg,Omeprazol,Ophalac,190.0,Medio,2,Economico
Deferasirox,Tableta,Deferasirox 360 mg,mg,Ferrinova,Legrand,40992.75902,Bajo,1,Moderado
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Loxac Tridex,Tridex,1920.0,Medio,2,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Galezol,Tridex,3800.0,Medio,2,Economico
Acido Ursodesoxicolico,Tableta,Acido Ursodesoxicolico 300 mg,mg,Ursox,Saluspharma,20224.7191,Alto,3,Moderado
Rifaximina,Tableta,Rifaximina 200 mg,mg,Rifaximina,Ecar,1984.0,Bajo,1,Economico
Rifaximina,Tableta,Rifaximina 550 mg,mg,Rifaximina,Ecar,3367.619048,Bajo,1,Economico
Bromuro De Pinaverio Y Simeticona,Capsula,Bromuro De Pinaverio 100 mg + Dimeticona 300 mg,mg,Produo,Procaps,4450.383477,Bajo,1,Economico
Acetaminofen + Cafeina + Ibuprofeno,Capsula,Acetaminofen 250 mg + Cafeina 65 mg + Ibuprofeno 400 mg,mg,Dolofen Xtra,Procaps,1362.494781,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,La Sante,1175.966667,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitalopram,La Sante,1258.166667,Medio,2,Economico
Acido Fenofibrico Y Rosuvastatina,Capsula,Acido Fenofibrico 135 mg + Rosuvastatina 10 mg,mg,Rosufen,Legrand,3399.855596,Bajo,1,Economico
Acido Fenofibrico Y Rosuvastatina,Capsula,Acido Fenofibrico 135 mg + Rosuvastatina 10 mg,mg,Rosufen,Legrand,3333.333333,Alto,3,Economico
Acido Fenofibrico Y Rosuvastatina,Capsula,Acido Fenofibrico 135 mg + Rosuvastatina 20 mg,mg,Rosufen,Legrand,3357.551789,Bajo,1,Economico
Acido Fenofibrico Y Rosuvastatina,Capsula,Acido Fenofibrico 135 mg + Rosuvastatina 20 mg,mg,Rosufen,Legrand,3333.333333,Alto,3,Economico
Molnupiravir,Capsula,Molnupiravir 200 mg,mg,Lagevrio,Merck Sharp Dome,1174280.0,Medio,2,Muy Costoso
Alopurinol,Tableta,Alopurinol 100 mg,mg,Zyloprim,Aspen,581.6666667,Alto,3,Economico
Alopurinol,Tableta,Alopurinol 300 mg,mg,Zyloprim,Aspen,1165.0,Alto,3,Economico
Alopurinol,Tableta,Alopurinol 300 mg,mg,Zyloprim,Aspen,1049.983333,Medio,2,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 6,25 mg + Bisoprolol Fumarato 5 mg",mg,Ziac,Merck,4547.4,Medio,2,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 6,25 mg + Bisoprolol Fumarato 5 mg",mg,Ziac,Merck,3230.861111,Medio,2,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,Hidroclorotiazida 6 mg + Bisoprolol Fumarato 10 mg,mg,Ziac,Merck,6497.766667,Medio,2,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,Hidroclorotiazida 6 mg + Bisoprolol Fumarato 10 mg,mg,Ziac,Merck,4905.556701,Medio,2,Economico
Acido Fenofibrico Y Rosuvastatina,Tableta,Acido Fenofibrico 135 mg + Rosuvastatina 10 mg,mg,Diabetrics Rosuplus,Procaps,7516.2,Alto,3,Economico
Acido Fenofibrico Y Rosuvastatina,Tableta,Acido Fenofibrico 135 mg + Rosuvastatina 10 mg,mg,Diabetrics Rosuplus,Procaps,1322.222222,Bajo,1,Economico
Acido Fenofibrico Y Rosuvastatina,Tableta,Acido Fenofibrico 135 mg + Rosuvastatina 20 mg,mg,Diabetrics Rosuplus,Procaps,7982.266667,Alto,3,Economico
Acido Fenofibrico Y Rosuvastatina,Tableta,Acido Fenofibrico 135 mg + Rosuvastatina 20 mg,mg,Diabetrics Rosuplus,Procaps,1473.942363,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Nasofree,Procaps,3796.303688,Medio,2,Economico
Meloxicam,Tableta,Meloxicam 15 mg,mg,Mobic,Boehringer,8112.787712,Alto,3,Economico
Meloxicam,Tableta,Meloxicam 15 mg,mg,Mobic,Boehringer,5602.662733,Alto,3,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Diclofenaco,Tecnoquimicas,151.1898057,Medio,2,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Diclofenaco,Tecnoquimicas,78.69827586,Alto,3,Economico
Micofenolato De Mofetilo,Capsula,Micofenolato De Mofetilo 250 mg,mg,Cellcept,Roche,2713.0,Medio,2,Economico
Etinilestradiol Y Gestodeno,Tableta,Etinilestradiol 20 mcg + Gestodeno 75 mcg,mcg,Femiane,Bayer,2429.285714,Alto,3,Economico
Fenilazopiridina,Tableta,Fenilazopiridina 200 mg,mg,Uroxacin,Farmaceutica Paraguaya,8530.04116,Medio,2,Economico
Fenilazopiridina,Tableta,Fenilazopiridina 200 mg,mg,Uroxacin,Farmaceutica Paraguaya,2821.599301,Medio,2,Economico
Prednisolona,Tableta,Prednisolona 5 mg,mg,Prednisolona,Tecnoquimicas,403.0921114,Alto,3,Economico
Prednisolona,Tableta,Prednisolona 5 mg,mg,Prednisolona,Tecnoquimicas,92.66254707,Alto,3,Economico
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Dimard,Siegfried,3911.871152,Medio,2,Economico
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Dimard,Siegfried,433.011848,Medio,2,Economico
Hidroxicloroquina,Tableta,Hidroxicloroquina 400 mg,mg,Dimard 400,Siegfried,9002.776087,Medio,2,Economico
Hidroxicloroquina,Tableta,Hidroxicloroquina 400 mg,mg,Dimard 400,Siegfried,883.351938,Medio,2,Economico
Anastrozol,Tableta,Anastrozol 1 mg,mg,Arimidex,Astrazeneca,5256.0,Alto,3,Economico
Anastrozol,Tableta,Anastrozol 1 mg,mg,Arimidex,Astrazeneca,5231.448,Alto,3,Economico
Rifampicina,Capsula,Rifampicina 300 mg,mg,Rifampicina,Tecnoquimicas,2033.072959,Alto,3,Economico
Rifampicina,Capsula,Rifampicina 300 mg,mg,Rifampicina,Tecnoquimicas,1604.037037,Alto,3,Economico
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 75 mcg,mcg,Eutirox,Merck,963.24,Alto,3,Economico
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 75 mcg,mcg,Eutirox,Merck,155.8234105,Medio,2,Economico
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 125 mcg,mcg,Eutirox,Merck,1448.26,Alto,3,Economico
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 125 mcg,mcg,Eutirox,Merck,261.7193975,Medio,2,Economico
Sulfametoxazol Y Trimetoprim,Tableta,Trimetoprim 80 mg + Sulfametoxazol 400 mg,mg,Trimetoprin Sulfa,Tecnoquimicas,260.8630989,Medio,2,Economico
Sulfametoxazol Y Trimetoprim,Tableta,Trimetoprim 80 mg + Sulfametoxazol 400 mg,mg,Trimetoprin Sulfa,Tecnoquimicas,144.8653846,Alto,3,Economico
Bromuro De Otilonio,Tableta,Bromuro De Otilonio 40 mg,mg,Spasmomen,Menarini,855.7557355,Medio,2,Economico
Bromuro De Otilonio,Tableta,Bromuro De Otilonio 40 mg,mg,Spasmomen,Menarini,3793.610306,Alto,3,Economico
Riluzol,Tableta,Riluzol 50 mg,mg,Rilutek,Sanofi Aventis,10912.66946,Alto,3,Moderado
Riluzol,Tableta,Riluzol 50 mg,mg,Rilutek,Sanofi Aventis,10437.0,Alto,3,Moderado
Mesalazina,Tableta,Mesalazina 500 mg,mg,Salofalk,Dr Falk Pharma,1263.15,Medio,2,Economico
Mesalazina,Tableta,Mesalazina 500 mg,mg,Salofalk,Dr Falk Pharma,1255.293806,Medio,2,Economico
Rociverina,Tableta,Rociverina 10 mg,mg,Rilaten,Guidotti S Pa Pisa,2684.136758,Medio,2,Economico
Rociverina,Tableta,Rociverina 10 mg,mg,Rilaten,Guidotti S Pa Pisa,1515.622222,Medio,2,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Diclofenaco,Laproff,68.02475533,Bajo,1,Economico
Loperamida,Tableta,Loperamida 2 mg,mg,Loperamida,Laproff,285.7286185,Bajo,1,Economico
Furosemida,Tableta,Furosemida 40 mg,mg,Diuril,Labquifar,194.7619048,Alto,3,Economico
Furosemida,Tableta,Furosemida 40 mg,mg,Diuril,Labquifar,60.0,Medio,2,Economico
Bromuro De Pinaverio,Tableta,Bromuro De Pinaverio 100 mg,mg,Dicetel,Lafrancol,101659.0,Alto,3,Costoso
Bromuro De Pinaverio,Tableta,Bromuro De Pinaverio 100 mg,mg,Dicetel,Lafrancol,73150.0,Alto,3,Costoso
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Clavulin,Smithkline,5785.0,Alto,3,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Clavulin,Smithkline,5790.47619,Alto,3,Economico
Tibolona,Tableta,"Tibolona 2,5 mg",mg,Livial,Organon,1079.493264,Alto,3,Economico
Tibolona,Tableta,"Tibolona 2,5 mg",mg,Livial,Organon,869.1727137,Bajo,1,Economico
Aciclovir,Tableta,Aciclovir 200 mg,mg,Aciclovir,La Sante,412.9601524,Alto,3,Economico
Aciclovir,Tableta,Aciclovir 200 mg,mg,Aciclovir,La Sante,107.17224,Medio,2,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,La Sante,3231.000777,Medio,2,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,La Sante,599.7438361,Bajo,1,Economico
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Rumonal 7.4,Legrand,2177.33871,Alto,3,Economico
Omeprazol,Capsula,Omeprazol 20 mg,mg,Omeprazol,La Sante,155.8355063,Bajo,1,Economico
Olanzapina,Tableta,Olanzapina 10 mg,mg,Zyprexa,Eli Lilly,3980.142857,Medio,2,Economico
Olanzapina,Tableta,Olanzapina 10 mg,mg,Zyprexa,Eli Lilly,3980.142857,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Lipitor,Pfizer,2826.157803,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Lipitor,Pfizer,3010.0,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Lipitor,Pfizer,2827.0,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Lipitor,Pfizer,1458.341463,Alto,3,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Clormicin,Biochem,2329.008932,Alto,3,Economico
Hidroclorotiazida,Tableta,Hidroclorotiazida 25 mg,mg,Hidroclorotiazida,Genfar,15.19556653,Bajo,1,Economico
Hidroclorotiazida,Tableta,Hidroclorotiazida 25 mg,mg,Hidroclorotiazida,Genfar,100.4399809,Medio,2,Economico
Fluoxetina,Capsula,Fluoxetina 20 mg,mg,Fluoxetina,La Sante,354.1629651,Medio,2,Economico
Glimepirida,Tableta,Glimepirida 2 mg,mg,Amaryl,Sanofi Aventis,4180.666667,Alto,3,Economico
Glimepirida,Tableta,Glimepirida 2 mg,mg,Amaryl,Sanofi Aventis,302.1525424,Alto,3,Economico
Glimepirida,Tableta,Glimepirida 4 mg,mg,Amaryl,Sanofi Aventis,53320.28112,Alto,3,Costoso
Glimepirida,Tableta,Glimepirida 4 mg,mg,Amaryl,Sanofi Aventis,3956.746415,Alto,3,Economico
Topiramato,Tableta,Topiramato 100 mg,mg,Topamac,Janssen,1562.522537,Alto,3,Economico
Topiramato,Tableta,Topiramato 100 mg,mg,Topamac,Janssen,1556.657143,Medio,2,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Laproff,79.81414929,Bajo,1,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Laproff,40.35458238,Medio,2,Economico
Sucralfato,Tableta Masticable,Sucralfato 1 g,g,Dip,Merck,1414.605486,Alto,3,Economico
Sucralfato,Tableta Masticable,Sucralfato 1 g,g,Dip,Merck,1034.610102,Alto,3,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 6,25 mg + Bisoprolol Fumarato 2,5 mg",mg,Ziac,Merck,3522.266667,Medio,2,Economico
Bisoprolol Fumarato Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 6,25 mg + Bisoprolol Fumarato 2,5 mg",mg,Ziac,Merck,1642.0,Medio,2,Economico
Ciclofosfamida,Tableta,Ciclofosfamida 50 mg,mg,Endoxan,Baxter,34.3,Medio,2,Economico
Ciclofosfamida,Tableta,Ciclofosfamida 50 mg,mg,Endoxan,Baxter,32.76868526,Medio,2,Economico
Lamotrigina,Tableta,Lamotrigina 100 mg,mg,Lamictal,Glaxosmithkline,1378.0,Alto,3,Economico
Lamotrigina,Tableta,Lamotrigina 100 mg,mg,Lamictal,Glaxosmithkline,288.5147004,Alto,3,Economico
Lamotrigina,Tableta,Lamotrigina 25 mg,mg,Lamictal,Glaxosmithkline,348.9661383,Medio,2,Economico
Lamotrigina,Tableta,Lamotrigina 25 mg,mg,Lamictal,Glaxosmithkline,187.1462177,Medio,2,Economico
Lamotrigina,Tableta,Lamotrigina 5 mg,mg,Lamictal,Glaxosmithkline,70.0,Medio,2,Economico
Lamotrigina,Tableta,Lamotrigina 5 mg,mg,Lamictal,Glaxosmithkline,66.83606557,Medio,2,Economico
Micofenolato De Mofetilo,Tableta,Micofenolato De Mofetilo 500 mg,mg,Cellcept,Roche,5426.0,Medio,2,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Lansoprazol,Tecnoquimicas,811.8053177,Medio,2,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Lansoprazol,Tecnoquimicas,595.9863946,Medio,2,Economico
Metronidazol,Tableta,Metronidazol 500 mg,mg,Metronidazol,Memphis,171.9369935,Medio,2,Economico
Losartan Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 12,5 mg + Losartan 50 mg",mg,Hyzaar,Merck,11159.0,Alto,3,Moderado
Losartan Y Hidroclorotiazida,Tableta,"Hidroclorotiazida 12,5 mg + Losartan 50 mg",mg,Hyzaar,Merck,2752.757895,Alto,3,Economico
Tizanidina,Tableta,Tizanidina 2 mg,mg,Sirdalud,Novartis,1883.904377,Medio,2,Economico
Tizanidina,Tableta,Tizanidina 2 mg,mg,Sirdalud,Novartis,559.7891136,Alto,3,Economico
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Provera,Pfizer,308.4562212,Alto,3,Economico
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Provera,Pfizer,307.1328343,Alto,3,Economico
Tizanidina,Tableta,Tizanidina 4 mg,mg,Sirdalud,Sandoz,3521.36253,Alto,3,Economico
Tizanidina,Tableta,Tizanidina 4 mg,mg,Sirdalud,Sandoz,729.9104313,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Dilatrend,Cheplapharm,275.0,Alto,3,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Dilatrend,Cheplapharm,550.0,Alto,3,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Dilatrend,Cheplapharm,549.3855283,Alto,3,Economico
Tinidazol,Tableta,Tinidazol 500 mg,mg,Tinidazol,Memphis,478.1781083,Medio,2,Economico
Paroxetina,Tableta,Paroxetina 20 mg,mg,Seroxat,Smithkline,3252.082569,Alto,3,Economico
Paroxetina,Tableta,Paroxetina 20 mg,mg,Seroxat,Smithkline,3250.0,Alto,3,Economico
Naratriptan,Tableta,"Naratriptan 2,5 mg",mg,Naramig,Glaxosmithkline,7028.015816,Medio,2,Economico
Naratriptan,Tableta,"Naratriptan 2,5 mg",mg,Naramig,Glaxosmithkline,6424.363359,Medio,2,Economico
Buclizina,Tableta,Buclizina 25 mg,mg,Vibazina,Pfizer,757.0,Alto,3,Economico
Buclizina,Tableta,Buclizina 25 mg,mg,Vibazina,Pfizer,442.039604,Bajo,1,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Amoxicilina 500 mg + Acido Clavulanico 125 mg,mg,Curam,Sandoz,4308.214286,Medio,2,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Amoxicilina 500 mg + Acido Clavulanico 125 mg,mg,Curam,Sandoz,2158.928571,Alto,3,Economico
Letrozol,Tableta,"Letrozol 2,5 mg",mg,Femara,Novartis,4202.0,Alto,3,Economico
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Dostinex,Pfizer,8033.481193,Medio,2,Economico
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Dostinex,Pfizer,7093.0,Medio,2,Economico
Montelukast,Tableta,Montelukast 10 mg,mg,Singulair,Merck,7315.666667,Alto,3,Economico
Montelukast,Tableta,Montelukast 10 mg,mg,Singulair,Merck,2065.0,Alto,3,Economico
Montelukast,Tableta,Montelukast 5 mg,mg,Singulair,Merck,5687.233333,Alto,3,Economico
Montelukast,Tableta,Montelukast 5 mg,mg,Singulair,Merck,1066.821212,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Seroquel,Astrazeneca,1819.0,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Seroquel,Astrazeneca,1818.498695,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,3639.0,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,3623.023179,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 25 mg,mg,Seroquel,Astrazeneca,455.0,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 25 mg,mg,Seroquel,Astrazeneca,454.3570487,Alto,3,Economico
Losartan,Tableta,Losartan 50 mg,mg,Losartan,Mk,445.9569604,Medio,2,Economico
Losartan,Tableta,Losartan 50 mg,mg,Losartan,Mk,173.3069729,Medio,2,Economico
Sultamicilina,Tableta,Sultamicilina 375 mg,mg,Sultamicilina,La Sante,5520.058955,Alto,3,Economico
Sultamicilina,Tableta,Sultamicilina 375 mg,mg,Sultamicilina,La Sante,1368.934,Bajo,1,Economico
Clozapina,Tableta,Clozapina 100 mg,mg,Leponex,Mylan,7582.0,Alto,3,Economico
Clozapina,Tableta,Clozapina 100 mg,mg,Leponex,Mylan,4635.179724,Alto,3,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Mk,3140.36918,Medio,2,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Mk,1525.297917,Medio,2,Economico
Gemfibrozilo,Tableta,Gemfibrozilo 900 mg,mg,Gemfibrozilo,Mk,4369.904824,Bajo,1,Economico
Gemfibrozilo,Tableta,Gemfibrozilo 900 mg,mg,Gemfibrozilo,Mk,839.9854629,Bajo,1,Economico
Simvastatina,Tableta,Simvastatina 20 mg,mg,Simvastatina,Mk,4396.51858,Alto,3,Economico
Simvastatina,Tableta,Simvastatina 20 mg,mg,Simvastatina,Mk,1208.248175,Alto,3,Economico
Topiramato,Tableta,Topiramato 25 mg,mg,Topamac,Janssen,391.5151697,Alto,3,Economico
Topiramato,Tableta,Topiramato 25 mg,mg,Topamac,Janssen,388.7593168,Medio,2,Economico
Topiramato,Tableta,Topiramato 50 mg,mg,Topamac,Janssen,780.0000249,Medio,2,Economico
Topiramato,Tableta,Topiramato 50 mg,mg,Topamac,Janssen,777.9404762,Medio,2,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Viagra,Pfizer,17975.04255,Alto,3,Moderado
Sildenafil,Tableta,Sildenafil 50 mg,mg,Viagra,Pfizer,12460.0,Alto,3,Moderado
Tolterodina,Tableta,Tolterodina 2 mg,mg,Detrusitol,Pfizer,1396.0,Alto,3,Economico
Tolterodina,Tableta,Tolterodina 2 mg,mg,Detrusitol,Pfizer,1267.293981,Alto,3,Economico
Irbesartan,Tableta,Irbesartan 300 mg,mg,Aprovel,Sanofi Aventis,1362.16381,Alto,3,Economico
Irbesartan,Tableta,Irbesartan 300 mg,mg,Aprovel,Sanofi Aventis,1249.760784,Alto,3,Economico
Irbesartan,Tableta,Irbesartan 150 mg,mg,Aprovel,Sanofi Aventis,623.1432806,Alto,3,Economico
Irbesartan,Tableta,Irbesartan 150 mg,mg,Aprovel,Sanofi Aventis,638.2989691,Alto,3,Economico
Candesartan,Tableta,Candesartan 16 mg,mg,Atacand,Astrazeneca,943.0,Medio,2,Economico
Fluvoxamina,Tableta,Fluvoxamina 100 mg,mg,Voxamin,Incobra,2705.433824,Medio,2,Economico
Fluvoxamina,Tableta,Fluvoxamina 100 mg,mg,Voxamin,Incobra,1255.099077,Medio,2,Economico
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Amoxal Capsula,Glaxosmithkline,3582.0,Alto,3,Economico
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Amoxal Capsula,Glaxosmithkline,3000.0,Alto,3,Economico
Clonixinato De Lisina Y Propinox Clorhidrato,Tableta,Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,mg,Sertal,Mega Labs,2215.506951,Medio,2,Economico
Clonixinato De Lisina Y Propinox Clorhidrato,Tableta,Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,mg,Sertal,Mega Labs,1261.274481,Medio,2,Economico
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Tecnoquimicas,375.1470045,Alto,3,Economico
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Tecnoquimicas,68.19222554,Medio,2,Economico
Clonixinato De Lisina Y Tartrato De Ergotamina,Tableta,Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,mg,Migradorixina,Mega Labs,2576.960205,Medio,2,Economico
Clonixinato De Lisina Y Tartrato De Ergotamina,Tableta,Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,mg,Migradorixina,Mega Labs,1386.694611,Medio,2,Economico
Valsartan Y Hidroclorotiazida,Tableta,"Valsartan 80 mg + Hidroclorotiazida 12,5 mg",mg,Diovan,Novartis,754.5714286,Medio,2,Economico
Valsartan Y Hidroclorotiazida,Tableta,"Valsartan 80 mg + Hidroclorotiazida 12,5 mg",mg,Diovan,Novartis,502.4285714,Alto,3,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Lansoprazol,La Sante,619.15348,Bajo,1,Economico
Lansoprazol,Capsula,Lansoprazol 30 mg,mg,Lansoprazol,La Sante,182.7974076,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 25 mg,mg,Anafranil,Sandoz,2814.0,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 25 mg,mg,Anafranil,Sandoz,1488.234528,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 25 mg,mg,Anafranil,Novartis,2814.0,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 25 mg,mg,Anafranil,Novartis,1488.234528,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 75 mg,mg,Anafranil Retard,Novartis,3991.0,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 75 mg,mg,Anafranil Retard,Novartis,2850.518987,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 75 mg,mg,Anafranil Retard,Sandoz,3991.0,Medio,2,Economico
Clomipramina,Tableta,Clomipramina 75 mg,mg,Anafranil Retard,Sandoz,2850.518987,Medio,2,Economico
Secnidazol,Tableta,Secnidazol 500 mg,mg,Secnidazol,La Sante,1374.609626,Medio,2,Economico
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Efexor Xr,Pfizer,812.0162363,Alto,3,Economico
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Efexor Xr,Pfizer,751.7537143,Alto,3,Economico
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Efexor Xr,Pfizer,1621.466885,Alto,3,Economico
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Efexor Xr,Pfizer,1514.790081,Alto,3,Economico
Doxazosina,Tableta,Doxazosina 4 mg,mg,Carduran,Pfizer,7401.0,Alto,3,Economico
Doxazosina,Tableta,Doxazosina 4 mg,mg,Carduran,Pfizer,2776.34104,Alto,3,Economico
Carbamazepina,Tableta,Carbamazepina 400 mg,mg,Tegretol Retard,Novartis,685.0,Medio,2,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Voltaren,Novartis,2125.220994,Alto,3,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Voltaren,Novartis,1868.855072,Medio,2,Economico
Diclofenaco,Tableta,Diclofenaco 100 mg,mg,Voltaren,Novartis,5480.478489,Alto,3,Economico
Diclofenaco,Tableta,Diclofenaco 100 mg,mg,Voltaren,Novartis,2829.329178,Alto,3,Economico
Carbamazepina,Tableta,Carbamazepina 200 mg,mg,Tegretol Retard,Novartis,342.0,Alto,3,Economico
Clopidogrel,Tableta,Clopidogrel 75 mg,mg,Plavix,Sanofi Aventis,1397.039507,Alto,3,Economico
Clopidogrel,Tableta,Clopidogrel 75 mg,mg,Plavix,Sanofi Aventis,1279.900452,Alto,3,Economico
Fluconazol,Capsula,Fluconazol 150 mg,mg,Tavor,Farmaceutica Paraguaya,42198.2439,Alto,3,Moderado
Fluconazol,Capsula,Fluconazol 150 mg,mg,Tavor,Farmaceutica Paraguaya,29193.0,Alto,3,Moderado
Sildenafil,Tableta,Sildenafil 100 mg,mg,Viagra,Pfizer,24481.17647,Alto,3,Moderado
Sildenafil,Tableta,Sildenafil 100 mg,mg,Viagra,Pfizer,27596.0,Alto,3,Moderado
Lorazepam,Tableta,Lorazepam 2 mg,mg,Lorazepam,Sanofi Aventis,210.6533489,Medio,2,Economico
Lorazepam,Tableta,Lorazepam 2 mg,mg,Lorazepam,Sanofi Aventis,30.86975837,Bajo,1,Economico
Alprazolam,Tableta,"Alprazolam 0,5 mg",mg,Alprazolam,Sanofi Aventis,467.9610577,Bajo,1,Economico
